,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
eeg,"('DyS', 'MAX', 'SORD', 'X', 'MS', 'SMM', 'ACC', 'HDy', 'CC', 'PACC', 'PCC')","[0.09388673 0.09342165 0.09296702 0.09291999 0.09290954 0.09268484
 0.09224067 0.09207345 0.08798704 0.08625214 0.08265693]","(np.float64(1.0341874052480888), np.float64(1.0290644515804612), np.float64(1.0240566204673374), np.float64(1.0235385689727134), np.float64(1.0234234464185454), np.float64(1.0209483115005167), np.float64(1.016055602941572), np.float64(1.0142136420721972), np.float64(0.9692007233296753), np.float64(0.9500903793118353), np.float64(0.9104882206223601))","('HDy', 'DyS', 'SMM', 'MS', 'SORD', 'ACC', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09745626 0.09740868 0.09598151 0.09576743 0.09571391 0.09077232
 0.09030254 0.09009441 0.08711518 0.08577126 0.07361649]","(np.float64(1.0779676480230718), np.float64(1.0774414466056734), np.float64(1.0616554040837272), np.float64(1.0592874977054354), np.float64(1.0586955211108626), np.float64(1.004036348878623), np.float64(0.9988401098818158), np.float64(0.9965379786806986), np.float64(0.9635846149161356), np.float64(0.9487194248746362), np.float64(0.8142749627293929))"
electricity-normalized,"('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'MAX', 'HDy', 'X', 'PACC', 'CC', 'PCC')","[0.09384269 0.0934985  0.09347279 0.09337958 0.09313835 0.09289886
 0.09282994 0.09273138 0.08568793 0.08553158 0.08298839]","(np.float64(1.034139543240041), np.float64(1.0303465098930091), np.float64(1.0300632304349095), np.float64(1.0290361009506401), np.float64(1.0263777564987684), np.float64(1.0237386017912449), np.float64(1.0229790971147987), np.float64(1.0218929119086493), np.float64(0.9442746782706196), np.float64(0.9425516556346101), np.float64(0.9145259324209438))","('DyS', 'SMM', 'MS', 'SORD', 'ACC', 'MAX', 'HDy', 'X', 'CC', 'PACC', 'PCC')","[0.09442187 0.09400918 0.09399832 0.09388429 0.09340644 0.09322182
 0.09308607 0.0928037  0.08439248 0.08353995 0.08323587]","(np.float64(1.04099296709107), np.float64(1.0364431236838125), np.float64(1.036323390962569), np.float64(1.035066197389511), np.float64(1.0297979576547918), np.float64(1.0277625013936502), np.float64(1.026265842378105), np.float64(1.0231527916257708), np.float64(0.9304197990225879), np.float64(0.9210207804049636), np.float64(0.9176682642101424))"
elevators,"('DyS', 'SORD', 'SMM', 'MAX', 'MS', 'ACC', 'X', 'HDy', 'PACC', 'PCC', 'CC')","[0.09391983 0.09375437 0.09366252 0.09347071 0.09332122 0.09292575
 0.0928205  0.09177715 0.08535336 0.08487647 0.08411812]","(np.float64(1.0365008557208673), np.float64(1.0346748095029508), np.float64(1.0336612413474733), np.float64(1.0315443903445285), np.float64(1.0298945756976154), np.float64(1.0255301732508664), np.float64(1.0243686479923295), np.float64(1.0128541937285689), np.float64(0.941961142441964), np.float64(0.9366982143233726), np.float64(0.9283290326195311))","('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'PCC', 'CC')","[0.0930719  0.09262736 0.09252799 0.09241816 0.09222988 0.09217759
 0.09202069 0.09197362 0.08909716 0.08612133 0.08573432]","(np.float64(1.0245447093414057), np.float64(1.0196511292311299), np.float64(1.0185572701476562), np.float64(1.0173482680027646), np.float64(1.015275692897236), np.float64(1.0146999775901449), np.float64(1.0129728316688709), np.float64(1.012454687892489), np.float64(0.9807903460024683), np.float64(0.9480321450289739), np.float64(0.9437718517564988))"
file22f0e4a679,"('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'X', 'MAX', 'ACC', 'PACC', 'CC', 'PCC')","[0.09249146 0.09223725 0.09214086 0.09206843 0.09203417 0.09184422
 0.09183479 0.0912875  0.08886415 0.08790358 0.08729359]","(np.float64(1.018340502632976), np.float64(1.0155415410400486), np.float64(1.0144803361306767), np.float64(1.013682871943899), np.float64(1.0133056950876955), np.float64(1.0112142832741338), np.float64(1.0111104494712846), np.float64(1.0050847329296047), np.float64(0.9784034515356116), np.float64(0.9678274327856244), np.float64(0.9611113597163337))","('MS', 'SMM', 'SORD', 'ACC', 'DyS', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09128797 0.09125755 0.0912322  0.09120178 0.09115107 0.09112572
 0.09110544 0.0910953  0.09081645 0.0903145  0.08941202]","(np.float64(1.0042005029564813), np.float64(1.0038658629414425), np.float64(1.0035869962622435), np.float64(1.0032523562472044), np.float64(1.0026946228888067), np.float64(1.0024157562096074), np.float64(1.0021926628662483), np.float64(1.0020811161945686), np.float64(0.9990135827233795), np.float64(0.9934920224752386), np.float64(0.983564368695753))"
file79b563a1a18,"('DyS', 'SMM', 'MS', 'SORD', 'MAX', 'ACC', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09354716 0.0935105  0.09342218 0.09341566 0.09270374 0.09240277
 0.09237653 0.09198759 0.08895819 0.08523121 0.08244449]","(np.float64(1.030671358281537), np.float64(1.0302674681147734), np.float64(1.0292943182478371), np.float64(1.0292225003148032), np.float64(1.02137881685879), np.float64(1.0180628256342836), np.float64(1.017773715114603), np.float64(1.0134885284291482), np.float64(0.9801115733340472), np.float64(0.9390489934378872), np.float64(0.9083458611231111))","('DyS', 'HDy', 'SMM', 'MS', 'SORD', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09376413 0.09362988 0.09345803 0.09330229 0.09327544 0.09281359
 0.09240545 0.09182009 0.08671294 0.08593425 0.08288392]","(np.float64(1.0329898017410772), np.float64(1.031510702783191), np.float64(1.0296174561170959), np.float64(1.0279017013259475), np.float64(1.0276058815343703), np.float64(1.0225177811192405), np.float64(1.0180213202872657), np.float64(1.0115724488308806), np.float64(0.955307524472877), np.float64(0.9467287505171351), np.float64(0.9131236221939535))"
file7b5365fa741c,"('SMM', 'DyS', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09356329 0.09355401 0.09348904 0.0934735  0.09275209 0.09254983
 0.09246337 0.09161422 0.08957761 0.08473546 0.08222758]","(np.float64(1.0309556165811355), np.float64(1.0308533417448982), np.float64(1.0301374195476394), np.float64(1.0299661572869443), np.float64(1.0220171665954352), np.float64(1.0197885086751552), np.float64(1.0188358124859767), np.float64(1.0094791162522228), np.float64(0.9870381637112993), np.float64(0.9336834445002131), np.float64(0.9060496191839256))","('DyS', 'SMM', 'MS', 'SORD', 'MAX', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09359954 0.09355691 0.09348229 0.09346098 0.09298665 0.09280011
 0.09234177 0.09127053 0.09105202 0.08339879 0.08205041]","(np.float64(1.031486856588397), np.float64(1.0310169944107321), np.float64(1.0301947355998196), np.float64(1.029959804510987), np.float64(1.0247325877844693), np.float64(1.022676940757187), np.float64(1.017625922347293), np.float64(1.0058206351334718), np.float64(1.0034125914729413), np.float64(0.9190723305821578), np.float64(0.9042129392135172))"
fri_c2_1000_10,"('DyS', 'SORD', 'MS', 'SMM', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09278656 0.09249726 0.09243762 0.09243078 0.09233906 0.09206592
 0.09170032 0.09139015 0.08913115 0.08777436 0.08544681]","(np.float64(1.0214652595669975), np.float64(1.0182804738820914), np.float64(1.017623860401474), np.float64(1.0175486466737578), np.float64(1.0165388633654149), np.float64(1.0135319717005118), np.float64(1.0095071834051441), np.float64(1.0060925382574237), np.float64(0.9812237854549547), np.float64(0.9662871173370611), np.float64(0.9406637617157831))","('MAX', 'HDy', 'DyS', 'MS', 'X', 'SMM', 'SORD', 'ACC', 'PACC', 'CC', 'PCC')","[0.09438789 0.0939364  0.09358401 0.09350142 0.09336377 0.09328669
 0.09280766 0.08960316 0.08692174 0.08610134 0.08250591]","(np.float64(1.0400190015238526), np.float64(1.0350441966638158), np.float64(1.0311614221389085), np.float64(1.0302513968596339), np.float64(1.028734688060842), np.float64(1.0278853311335183), np.float64(1.022607184513723), np.float64(0.9872982036778504), np.float64(0.9577527162773867), np.float64(0.9487131318365876), np.float64(0.9090966980121467))"
fried,"('MS', 'DyS', 'SORD', 'MAX', 'ACC', 'X', 'HDy', 'SMM', 'CC', 'PCC', 'PACC')","[0.09231514 0.0919592  0.09186907 0.0917943  0.09160037 0.0913257
 0.09113999 0.09101243 0.09004757 0.08874666 0.08818957]","(np.float64(1.016572322906202), np.float64(1.0126527831578271), np.float64(1.0116602667068062), np.float64(1.010836830544235), np.float64(1.0087013370904006), np.float64(1.0056766999617395), np.float64(1.0036316140841575), np.float64(1.0022269688010188), np.float64(0.9916018809960525), np.float64(0.9772763182774058), np.float64(0.9711416926944902))","('DyS', 'MS', 'SMM', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09266459 0.09258578 0.09252272 0.09240712 0.09199726 0.09185014
 0.09182912 0.09176606 0.09010036 0.08741003 0.08486681]","(np.float64(1.0199873061747164), np.float64(1.0191197266667316), np.float64(1.0184256630603434), np.float64(1.017153213115299), np.float64(1.012641799673777), np.float64(1.0110223179255386), np.float64(1.010790963390076), np.float64(1.0100968997836879), np.float64(0.9917620528482726), np.float64(0.9621486723090523), np.float64(0.9341547735180711))"
gina_agnostic,"('HDy', 'DyS', 'SMM', 'MAX', 'SORD', 'MS', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09321123 0.092981   0.09217381 0.0919075  0.09141079 0.09114455
 0.09051    0.08994942 0.08956257 0.08953583 0.0876133 ]","(np.float64(1.0261322363218093), np.float64(1.0235976994219746), np.float64(1.0147115990713138), np.float64(1.0117799208863205), np.float64(1.0063118387228087), np.float64(1.0033808062891065), np.float64(0.9963952865441871), np.float64(0.9902241006207384), np.float64(0.9859653991683726), np.float64(0.9856710242999296), np.float64(0.9645064795349639))","('DyS', 'HDy', 'SMM', 'MS', 'SORD', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09274292 0.09268486 0.09255819 0.09250014 0.09238402 0.09223624
 0.09222568 0.09205151 0.08898506 0.08734364 0.08428774]","(np.float64(1.0210124339233553), np.float64(1.0203732831032053), np.float64(1.0189787722228776), np.float64(1.0183396214027276), np.float64(1.0170613197624272), np.float64(1.0154343904020453), np.float64(1.015318181162018), np.float64(1.0134007287015674), np.float64(0.9796419444736367), np.float64(0.9615714076493912), np.float64(0.9279288326614876))"
houses,"('DyS', 'MAX', 'HDy', 'SORD', 'SMM', 'ACC', 'X', 'PCC', 'MS', 'CC', 'PACC')","[0.09269335 0.09245922 0.09219335 0.09171624 0.09149373 0.09108874
 0.09092145 0.09091037 0.08929087 0.08905532 0.08817735]","(np.float64(1.0204055172246762), np.float64(1.017828165434198), np.float64(1.0149013297796643), np.float64(1.0096490933321496), np.float64(1.0071995666235063), np.float64(1.0027413282532134), np.float64(1.0008997567008233), np.float64(1.0007778074322191), np.float64(0.982949622909872), np.float64(0.9803566603346112), np.float64(0.9706915712042568))","('DyS', 'HDy', 'SMM', 'MS', 'SORD', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.0912915  0.09128642 0.09123562 0.09122546 0.09115941 0.09114925
 0.09111877 0.09107813 0.09104256 0.08994014 0.08947275]","(np.float64(1.0042441139908398), np.float64(1.0041882283633285), np.float64(1.0036293720882181), np.float64(1.0035176008331963), np.float64(1.0027910876755524), np.float64(1.0026793164205305), np.float64(1.0023440026554642), np.float64(1.0018969176353756), np.float64(1.0015057182427982), np.float64(0.9893785370729005), np.float64(0.9842370593418839))"
jm1-processed,"('DyS', 'SMM', 'SORD', 'MAX', 'MS', 'HDy', 'X', 'ACC', 'PCC', 'PACC', 'CC')","[0.09502239 0.09460503 0.09455935 0.09400095 0.09398439 0.09374828
 0.09371412 0.09126112 0.0835113  0.08340124 0.08219183]","(np.float64(1.0499112009606677), np.float64(1.045299759359493), np.float64(1.044795065405919), np.float64(1.0386251859075222), np.float64(1.0384422287359598), np.float64(1.0358334002097427), np.float64(1.0354559518264297), np.float64(1.0083525086184482), np.float64(0.9227241286952852), np.float64(0.9215080080041022), np.float64(0.9081451187130087))","('SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09892178 0.09857165 0.09831489 0.09736954 0.09657591 0.0955722
 0.09351226 0.09171492 0.08194044 0.07538715 0.07211927]","(np.float64(1.0998172716729009), np.float64(1.0959244994725885), np.float64(1.0930697998590262), np.float64(1.0825593149181834), np.float64(1.0737356979308086), np.float64(1.062576417623247), np.float64(1.0396739411780767), np.float64(1.0196910438831408), np.float64(0.9110178199577575), np.float64(0.838158100275247), np.float64(0.8018255597389995))"
kdd_JapaneseVowels,"('DyS', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09227696 0.0919225  0.09191222 0.09186085 0.09185058 0.09183003
 0.09159372 0.09141906 0.09039678 0.08791557 0.08702172]","(np.float64(1.015375646230467), np.float64(1.0114753360955429), np.float64(1.0113622836285048), np.float64(1.0107970212903814), np.float64(1.0106839688218), np.float64(1.0104578638861832), np.float64(1.0078576571293325), np.float64(1.005935765178587), np.float64(0.994687044643378), np.float64(0.9673848736977804), np.float64(0.9575493090085394))","('DyS', 'MAX', 'MS', 'SMM', 'SORD', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09227696 0.0919225  0.09191222 0.09186085 0.09185058 0.09183003
 0.09159372 0.09141906 0.09039678 0.08791557 0.08702172]","(np.float64(1.0153756462311507), np.float64(1.0114753360958402), np.float64(1.01136228362815), np.float64(1.010797021289699), np.float64(1.010683968822009), np.float64(1.0104578638866286), np.float64(1.007857657129755), np.float64(1.0059357651790224), np.float64(0.9946870446438508), np.float64(0.9673848736966765), np.float64(0.9575493090076324))"
kin8nm,"('MS', 'DyS', 'SORD', 'MAX', 'ACC', 'HDy', 'X', 'SMM', 'CC', 'PCC', 'PACC')","[0.09251361 0.09217954 0.09214677 0.09200954 0.09186805 0.09177009
 0.09151539 0.09121596 0.08982516 0.08773935 0.08721654]","(np.float64(1.0189712027740099), np.float64(1.0152917086023963), np.float64(1.0149307617511178), np.float64(1.013419184422127), np.float64(1.0118608726322356), np.float64(1.0107818231455565), np.float64(1.007976518284991), np.float64(1.0046784837259475), np.float64(0.989359814844393), np.float64(0.9663861568033704), np.float64(0.9606278106602996))","('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09345821 0.09341491 0.0932471  0.09323086 0.09275991 0.09252173
 0.09196417 0.09196417 0.08896526 0.085739   0.08273467]","(np.float64(1.0294389290411705), np.float64(1.0289619196740327), np.float64(1.0271135083763727), np.float64(1.0269346298636959), np.float64(1.0217471529960693), np.float64(1.0191236014768101), np.float64(1.0129821058749073), np.float64(1.0129821058749073), np.float64(0.979949207200596), np.float64(0.9444120093488093), np.float64(0.9113194845036057))"
letter-recognition,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.09436616 0.09410999 0.09393766 0.09380977 0.09372116 0.09357286
 0.09199235 0.09191946 0.08513504 0.08411157 0.08332399]","(np.float64(1.0417409812658254), np.float64(1.03891297034209), np.float64(1.037010527281327), np.float64(1.0355988000914802), np.float64(1.034620521685414), np.float64(1.032983388655407), np.float64(1.015535593189501), np.float64(1.0147309174157917), np.float64(0.9398353731375038), np.float64(0.9285368908729579), np.float64(0.91984261619286))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'HDy', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09881881 0.09822924 0.0979229  0.09752408 0.09744894 0.09641431
 0.09632761 0.08969791 0.0816521  0.07460624 0.07135786]","(np.float64(1.099865648641054), np.float64(1.0933037325957276), np.float64(1.0898941095525676), np.float64(1.0854551663454353), np.float64(1.084618843712207), np.float64(1.0731033243777612), np.float64(1.0721383367240367), np.float64(0.9983489474692359), np.float64(0.9087980932036015), np.float64(0.8303767632109234), np.float64(0.7942218924513781))"
magic,"('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.0352345855686358), np.float64(1.0331473187847662), np.float64(1.0318949587146662), np.float64(1.0317756863268097), np.float64(1.027958969921123), np.float64(1.0268855184337145), np.float64(1.025812066944887), np.float64(1.0044026733632756), np.float64(0.9648638768554462), np.float64(0.9210909105937723), np.float64(0.9167971046400014))","('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))"
mozilla,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'X', 'ACC', 'HDy', 'CC', 'PACC', 'PCC')","[0.09245384 0.09215789 0.09213352 0.09211308 0.09205724 0.09205591
 0.09203153 0.09170875 0.08883528 0.0887783  0.08567466]","(np.float64(1.0177038014294335), np.float64(1.0144460157263855), np.float64(1.0141778042944694), np.float64(1.0139527420282628), np.float64(1.0133380938656142), np.float64(1.0133234090800856), np.float64(1.013055137980548), np.float64(1.0095019788214663), np.float64(0.977871785456385), np.float64(0.9772444809275926), np.float64(0.9430806394641733))","('DyS', 'X', 'ACC', 'MAX', 'SORD', 'SMM', 'MS', 'HDy', 'CC', 'PACC', 'PCC')","[0.09358171 0.09323121 0.09321528 0.09321528 0.09307721 0.09304535
 0.09293914 0.09260989 0.08852614 0.0846548  0.08190398]","(np.float64(1.0312032403870823), np.float64(1.0273410804436984), np.float64(1.0271655277189995), np.float64(1.0271655277189995), np.float64(1.025644070771606), np.float64(1.0252929653222074), np.float64(1.0241226138242125), np.float64(1.0204945241804277), np.float64(0.9754945090825192), np.float64(0.9328351969806009), np.float64(0.90252309318253))"
namao,"('DyS', 'MS', 'SORD', 'SMM', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09217824 0.09207652 0.09203552 0.09202056 0.09185998 0.09175419
 0.09174692 0.09154729 0.0892182  0.08883516 0.08672743]","(np.float64(1.0144054904212785), np.float64(1.0132861820037655), np.float64(1.012834952893598), np.float64(1.012670283039779), np.float64(1.0109031318973165), np.float64(1.0097389567224972), np.float64(1.0096589090312111), np.float64(1.007462048905778), np.float64(0.981830803137637), np.float64(0.9776155329085972), np.float64(0.9544202761718237))","('DyS', 'MS', 'SORD', 'SMM', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.0918789  0.09171501 0.09163819 0.09162283 0.0914487  0.09140261
 0.09132066 0.09106972 0.09095192 0.08917992 0.08777154]","(np.float64(1.0108350694067791), np.float64(1.0090320401285129), np.float64(1.0081868701543257), np.float64(1.0080178361594883), np.float64(1.0061021175513303), np.float64(1.005595015566818), np.float64(1.0046935009276852), np.float64(1.00193261234534), np.float64(1.000636685051586), np.float64(0.9811414309803336), np.float64(0.9656466481202338))"
occupancy,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'HDy', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09220414 0.09202749 0.09200718 0.09195812 0.09161579 0.09158901
 0.09156415 0.09155669 0.09051683 0.08839659 0.086564  ]","(np.float64(1.014616677900157), np.float64(1.012672791984427), np.float64(1.012449304256502), np.float64(1.0119094786871425), np.float64(1.0081423817723822), np.float64(1.007847725288379), np.float64(1.007574158087361), np.float64(1.0074921231425942), np.float64(0.9960494120626595), np.float64(0.9727183158917072), np.float64(0.9525524171750107))","('SORD', 'MS', 'MAX', 'DyS', 'SMM', 'ACC', 'CC', 'X', 'HDy', 'PACC', 'PCC')","[0.09130868 0.09129858 0.09128847 0.09127332 0.09117227 0.09116217
 0.0911268  0.09112175 0.09055084 0.08996982 0.08972731]","(np.float64(1.0044280813653907), np.float64(1.004316927170406), np.float64(1.0042057729754217), np.float64(1.0040390416829452), np.float64(1.0029274997331008), np.float64(1.002816345538116), np.float64(1.0024273058556707), np.float64(1.0023717287581786), np.float64(0.9960915167415575), np.float64(0.9897001505299524), np.float64(0.987032449850326))"
page-blocks,"('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146710004), np.float64(1.0348410305621853), np.float64(1.034256302085037), np.float64(1.0332037908239864), np.float64(1.0328529537363893), np.float64(1.0304555669760886), np.float64(1.0288768000845847), np.float64(1.026596359019594), np.float64(0.9643812489369981), np.float64(0.9084227335722148), np.float64(0.8975467838776716))","('SORD', 'DyS', 'SMM', 'MS', 'X', 'PACC', 'ACC', 'MAX', 'HDy', 'CC', 'PCC')","[0.09394357 0.09384283 0.0937898  0.09369436 0.09366254 0.09344514
 0.09330197 0.09309517 0.0874533  0.08237879 0.08139253]","(np.float64(1.0359520146725), np.float64(1.034841030563848), np.float64(1.0342563020856101), np.float64(1.0332037908247824), np.float64(1.0328529537378395), np.float64(1.0304555669770648), np.float64(1.028876800085823), np.float64(1.0265963590206955), np.float64(0.9643812489361979), np.float64(0.908422733568844), np.float64(0.8975467838736215))"
parity5_plus_5,"('PCC', 'CC', 'HDy', 'SMM', 'SORD', 'ACC', 'DyS', 'MS', 'MAX', 'X', 'PACC')","[0.09795806 0.09610829 0.09185365 0.09131496 0.09122723 0.09109666
 0.09071708 0.09000545 0.08953567 0.08664883 0.08353412]","(np.float64(1.0795839771463402), np.float64(1.0591978867839504), np.float64(1.0123080108324478), np.float64(1.0063711185496482), np.float64(1.0054042658050988), np.float64(1.0039653450848567), np.float64(0.9997819982808215), np.float64(0.9919392082476672), np.float64(0.9867617719287776), np.float64(0.9549462627244701), np.float64(0.9206194339149123))","('SMM', 'MS', 'PCC', 'PACC', 'CC', 'SORD', 'ACC', 'MAX', 'X', 'DyS', 'HDy')","[0.09340742 0.09239823 0.09228469 0.09149626 0.09148995 0.09038614
 0.09024107 0.09024107 0.09024107 0.08948418 0.08832991]","(np.float64(1.0277008186576768), np.float64(1.01659730290474), np.float64(1.0153481573825345), np.float64(1.006673535700552), np.float64(1.0066041387270963), np.float64(0.9944596683723216), np.float64(0.9928635379828366), np.float64(0.9928635379828366), np.float64(0.9928635379828366), np.float64(0.9845359011681337), np.float64(0.9718362550257119))"
pendigits,"('DyS', 'SORD', 'MS', 'SMM', 'X', 'MAX', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09276421 0.09250186 0.09246678 0.09246109 0.09240026 0.0922874
 0.09212528 0.09204952 0.08948085 0.08619267 0.08527007]","(np.float64(1.021423737620723), np.float64(1.018535005715381), np.float64(1.0181486603753758), np.float64(1.0180860566235133), np.float64(1.0174162443523194), np.float64(1.0161735905453924), np.float64(1.0143885170067541), np.float64(1.0135543150927608), np.float64(0.9852707280204127), np.float64(0.9490647416138551), np.float64(0.9389059188020759))","('DyS', 'SORD', 'MS', 'MAX', 'ACC', 'X', 'SMM', 'CC', 'PACC', 'HDy', 'PCC')","[0.09148101 0.09141521 0.09135954 0.09125325 0.09122795 0.09122795
 0.09121276 0.09064085 0.09058517 0.09020052 0.08939579]","(np.float64(1.0063333944686232), np.float64(1.0056096093481919), np.float64(1.0049971757847498), np.float64(1.0038279844363607), np.float64(1.003549605543887), np.float64(1.003549605543887), np.float64(1.003382578208403), np.float64(0.9970912152384994), np.float64(0.9964787816750574), np.float64(0.9922474225094586), np.float64(0.9833949737287977))"
phoneme,"('DyS', 'MS', 'HDy', 'SORD', 'SMM', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09455309 0.09419701 0.0941751  0.09402719 0.09395597 0.09356702
 0.09347937 0.09157295 0.08654943 0.08217783 0.08174505]","(np.float64(1.042806833015097), np.float64(1.0388796617676892), np.float64(1.03863798969033), np.float64(1.03700670317286), np.float64(1.0362212689234143), np.float64(1.0319315895608012), np.float64(1.0309649012534121), np.float64(1.0099394305755163), np.float64(0.9545361069778969), np.float64(0.9063225276637731), np.float64(0.9015495041460218))","('DyS', 'HDy', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09475374 0.094464   0.09405399 0.09395559 0.09391732 0.09347451
 0.09344171 0.09196567 0.0863458  0.08213637 0.08149128]","(np.float64(1.0451244414527079), np.float64(1.0419286331541984), np.float64(1.0374062629204586), np.float64(1.036320894064361), np.float64(1.0358988061758787), np.float64(1.0310146463234398), np.float64(1.0306528567047406), np.float64(1.0143723238632771), np.float64(0.95238570252615), np.float64(0.9059560347930876), np.float64(0.8988408389586702))"
php50jXam,"('DyS', 'SORD', 'MS', 'MAX', 'X', 'SMM', 'ACC', 'HDy', 'CC', 'PCC', 'PACC')","[0.09153672 0.09130928 0.09126885 0.0912638  0.09125369 0.09113744
 0.09112734 0.09111723 0.09063709 0.0898537  0.08949486]","(np.float64(1.0069471556804819), np.float64(1.0044452660769219), np.float64(1.0040004857031495), np.float64(1.0039448881565742), np.float64(1.0038336930628573), np.float64(1.0025549494877966), np.float64(1.0024437543934779), np.float64(1.0023325593009424), np.float64(0.9970507923586219), np.float64(0.9884331726125), np.float64(0.9844857467949584))","('DyS', 'SORD', 'MS', 'MAX', 'X', 'SMM', 'ACC', 'HDy', 'CC', 'PCC', 'PACC')","[0.09153672 0.09130928 0.09126885 0.0912638  0.09125369 0.09113744
 0.09112734 0.09111723 0.09063709 0.0898537  0.08949486]","(np.float64(1.0069471556800638), np.float64(1.004445266076568), np.float64(1.004000485702613), np.float64(1.0039448881558686), np.float64(1.0038336930623801), np.float64(1.0025549494872599), np.float64(1.0024437543937712), np.float64(1.0023325593002828), np.float64(0.9970507923595691), np.float64(0.9884331726141943), np.float64(0.9844857467953453))"
phpGUrE90,"('HDy', 'DyS', 'SMM', 'MS', 'SORD', 'ACC', 'MAX', 'X', 'PACC', 'CC', 'PCC')","[0.09346407 0.09304991 0.09285876 0.0927207  0.09214193 0.09131891
 0.09111714 0.09010828 0.08992774 0.08916844 0.08412412]","(np.float64(1.0288616513496587), np.float64(1.0243024834939822), np.float64(1.0221982521756634), np.float64(1.020678529555695), np.float64(1.014307384732689), np.float64(1.0052474998884406), np.float64(1.003026366832384), np.float64(0.9919207015423267), np.float64(0.9899333719589651), np.float64(0.981574897557688), np.float64(0.9260465711074463))","('HDy', 'DyS', 'SMM', 'MS', 'SORD', 'MAX', 'ACC', 'PACC', 'X', 'CC', 'PCC')","[0.09346163 0.09292055 0.09281976 0.09257574 0.0920824  0.09168985
 0.09132913 0.0899499  0.08993929 0.08910114 0.0841306 ]","(np.float64(1.0288313699688494), np.float64(1.0228750925006986), np.float64(1.0217655898350628), np.float64(1.0190794254866808), np.float64(1.0136487019127791), np.float64(1.0093274810045127), np.float64(1.005356629359079), np.float64(0.9901739613030083), np.float64(0.9900571715487307), np.float64(0.9808307809608108), np.float64(0.9261147810818182))"
